nct_id,brief_title,search_condition,conditions,sponsor,sponsor_class,enrollment_count,num_arms,total_sites,num_countries,start_date,completion_date,has_participant_flow,total_started,total_completed,total_discontinued,dropout_rate,discontinuation_reasons,top_dropout_reason,top_dropout_reason_count,num_periods
NCT02558296,Bexagliflozin Efficacy and Safety Trial,diabetes type 2,Type 2 Diabetes Mellitus,Theracos,INDUSTRY,1700,2,157,10,2015-10,2019-10-23,True,1700,1469,300,13.6,"Withdrawal by Subject (114); Death (78); Lost to Follow-up (63); Adverse Event (31); Physician Decision (7); Protocol Violation (5); The subject was randomized, but did not take any investigational product (2)",Withdrawal by Subject,114.0,2
NCT01191450,Safety and Efficacy of Chlorthalidone + Amiloride to Elderly Patients Treatment With Arterial Hypertension,cardiovascular disease,Arterial Hypertension,Eurofarma Laboratorios S.A.,INDUSTRY,246,2,10,1,2011-08,2013-08,True,243,210,0,13.6,,,,1
NCT00300482,Evaluate Safety and Efficacy of ABT-335 in Combination With Rosuvastatin Calcium in Subjects With Multiple Abnormal Lipid Levels in the Blood,cardiovascular disease,Dyslipidemia; Coronary Heart Disease; Mixed Dyslipidemia,Abbott,INDUSTRY,1445,6,1,1,2006-03,,True,1439,1243,0,13.6,,,,1
NCT02277691,A Phase III Long-term Study of TAK-536TCH in Participants With Essential Hypertension,cardiovascular disease,Essential Hypertension,Takeda,INDUSTRY,341,1,38,1,2014-11-07,2016-04-25,True,341,295,46,13.5,Pretreatment Event/Adverse Event (33); Voluntary Withdrawal (7); Lack of Efficacy (5); Used Other Antihypertensive Drug (1),Pretreatment Event/Adverse Event,33.0,1
NCT01068678,Comparison of NN1250 With Insulin Glargine in Subjects With Type 2 Diabetes,diabetes type 2,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY,460,2,99,8,2010-02,2010-11,True,460,398,62,13.5,Unclassified (33); Withdrawal criteria (18); Protocol Violation (6); Lack of Efficacy (5),Unclassified,33.0,1
NCT00859898,Study of Dapagliflozin in Combination With Metformin XR to Initiate the Treatment of Type 2 Diabetes,diabetes type 2,Type 2 Diabetes Mellitus,AstraZeneca,INDUSTRY,1093,3,123,6,2009-04,2010-05,True,638,552,86,13.5,Withdrawal by Subject (30); Lost to Follow-up (26); Adverse Event (21); non-specified (3); Lack of Efficacy (2); poor/non-compliance (2); Death (1); No longer meets criteria (1),Withdrawal by Subject,30.0,1
NCT01294436,Evaluate Safety as Mono or Combination Therapies With Anti-diabetes Mellitus Drugs in Japanese Subjects With Type 2 Diabetes Mellitus,diabetes type 2,Type2 Diabetes; High Blood Sugar,AstraZeneca,INDUSTRY,728,1,38,1,2011-02,2012-09,True,728,630,98,13.5,Withdrawal by Subject (39); Adverse Event (27); subject no longer meets study criteria (25); poor/non-compliance (7),Withdrawal by Subject,39.0,1
NCT01181102,"A Phase 3 Study of DU-176b, Prevention of Venous Thromboembolism in Patients After Total Knee Arthroplasty",cardiovascular disease,Venous Thromboembolism,"Daiichi Sankyo Co., Ltd.",INDUSTRY,716,2,3,2,2009-03,2010-02,True,716,619,97,13.5,Adverse Event (54); Withdrawal by Subject (22); Protocol Violation (11); Lack of Efficacy (4); Physician Decision (4); Lost to Follow-up (2),Adverse Event,54.0,1
NCT00643851,An Efficacy & Safety Study of BMS-512148 in Combination With Metformin Extended Release Tablets,diabetes type 2,Type 2 Diabetes,AstraZeneca,INDUSTRY,994,3,99,7,2008-06,2009-08,True,598,518,80,13.4,"Withdrawal by Subject (32); Lost to Follow-up (19); Adverse Event (14); Non-compl., not met criteria, etc. (13); Death (1); Lack of Efficacy (1)",Withdrawal by Subject,32.0,1
NCT01076088,Safety and Efficacy of Co-Administration of Sitagliptin and Metformin in China (MK-0431-121),diabetes type 2,Type 2 Diabetes Mellitus,Merck Sharp & Dohme LLC,INDUSTRY,744,6,0,0,2010-11-15,2012-12-24,True,744,644,100,13.4,Withdrawal by Subject (68); Adverse Event (18); Lost to Follow-up (6); Physician Decision (6); Non-compliance with study drug (1); Other protocol specified criteria (1),Withdrawal by Subject,68.0,1
NCT01370603,A Study to Evaluate the Effectiveness of Ezetimibe/Atorvastatin 10 mg/40 mg Combination Tablet Compared to Marketed Ezetimibe 10 mg and Atorvastatin 40 mg Tablets in Participants With High Cholesterol (MK-0653C-190 AM1),dyslipidemia,Hypercholesterolemia,Organon and Co,INDUSTRY,328,2,0,0,2011-09,2012-05,True,328,284,44,13.4,Adverse Event (16); Withdrawal by Subject (16); Lost to Follow-up (5); Protocol Violation (5); Non-compliance with Study Drug (2),Adverse Event,16.0,3
NCT00798161,"Safety and Efficacy of Linagliptin (BI 1356) Plus Metformin in Type 2 Diabetes, Factorial Design",diabetes type 2,"Diabetes Mellitus, Type 2",Boehringer Ingelheim,INDUSTRY,857,6,138,14,2008-12,,True,857,743,114,13.3,Other reason (incl. lack of efficacy) (31); Adverse Event (30); Withdrawal by Subject (24); Lost to Follow-up (15); Protocol Violation (14),Other reason (incl. lack of efficacy),31.0,1
NCT00996658,Linagliptin Versus Placebo in Type 2 Diabetic Patients With Inadequate Glycaemic Control on Metformin in Combination With Pioglitazone,diabetes type 2,"Diabetes Mellitus, Type 2",Boehringer Ingelheim,INDUSTRY,278,2,52,4,2009-10,,True,278,241,37,13.3,Other (16); Adverse Event (7); Lost to Follow-up (7); Non-compliance issues (6); Protocol Violation (1),Other,16.0,1
NCT01517412,Comparison of Lixisenatide Injected Prior to the Main Meal of the Day Versus Prior to Breakfast in Type 2 Diabetic Patients on Metformin,diabetes type 2,Type 2 Diabetes Mellitus,Sanofi,INDUSTRY,451,2,82,10,2012-02,2013-05,True,451,391,60,13.3,Adverse Event (21); Lack of Efficacy (15); Other than specified above (13); Poor compliance to protocol (11),Adverse Event,21.0,1
NCT02270736,Clinical Study to Investigate the Efficacy and Safety of NT 201 Compared to Placebo in the Treatment of Chronic Troublesome Drooling Associated With Neurological Disorders and/or Intellectual Disability,cardiovascular disease,Chronic Troublesome Sialorrhea; Cerebral Palsy; Stroke; Traumatic Brain Injury; Intellectual Disability,Merz Pharmaceuticals GmbH,INDUSTRY,256,5,31,6,2015-02-09,2019-05-07,True,256,222,31,13.3,"Withdrawal by Subject (19); Adverse Event (5); Lost to Follow-up (3); Lack of Efficacy (2); Randomized, not Treated (1); Physician Decision (1)",Withdrawal by Subject,19.0,2
NCT01029886,Safety and Efficacy of Exenatide Once Weekly Versus Liraglutide in Subjects With Type 2 Diabetes,diabetes type 2,Type 2 Diabetes Mellitus,AstraZeneca,INDUSTRY,912,2,108,21,2010-01,2011-04,True,912,791,121,13.3,Adverse Event (37); Withdrawal by Subject (26); Protocol Violation (22); Entry Criteria Not Met (18); Physician Decision (8); Loss Glucose Control (8); Lost to Follow-up (1); Sponsor Decision (1),Adverse Event,37.0,1
NCT01648582,A Study Comparing the Effects and Safety of Dulaglutide With Insulin Glargine in Type 2 Diabetes Mellitus,diabetes type 2,Type 2 Diabetes Mellitus,Eli Lilly and Company,INDUSTRY,774,3,30,4,2012-07,2014-12,True,774,672,102,13.2,Withdrawal by Subject (49); Lost to Follow-up (23); Adverse Event (19); Protocol Violation (4); Physician Decision (4); Sponsor Decision (2); Death (1),Withdrawal by Subject,49.0,1
NCT01779362,RISE Adult Medication Study,diabetes type 2,Prediabetes; Type 2 Diabetes,RISE Study Group,NETWORK,267,4,4,1,2013-04,2019-08,True,267,232,0,13.1,,,,1
NCT00546052,"A 52 Week Study to Evaluate the Effects of Losartan With or Without HCTZ on Plasma Glucose, Metabolic Parameters, Blood Pressure in Hypertensive Patients With Metabolic Syndrome (0954A-331)",cardiovascular disease,Hypertension; Metabolic Disorder,Organon and Co,INDUSTRY,1738,1,0,0,2005-09-01,2008-01-01,True,1738,1511,227,13.1,Lost to Follow-up (144); Adverse Event (47); Withdrawal by Subject (20); Protocol Violation (9); Non Compliance (7),Lost to Follow-up,144.0,1
NCT02561078,An Administration Method Study of Human Regular U-500 Insulin (LY041001) in Participants With Type 2 Diabetes Mellitus,diabetes type 2,Type 2 Diabetes Mellitus,Eli Lilly and Company,INDUSTRY,420,2,57,2,2015-10-20,2017-05-09,True,420,365,55,13.1,Withdrawal by Subject (23); Non-Compliance with Study Drug (9); Lost to Follow-up (8); Adverse Event (7); Physician Decision (5); Death (3),Withdrawal by Subject,23.0,1
NCT00449930,Sitagliptin Comparative Study in Patients With Type 2 Diabetes (0431-049),diabetes type 2,Type 2 Diabetes Mellitus,Merck Sharp & Dohme LLC,INDUSTRY,1050,2,0,0,2007-03-01,2008-07-25,True,1050,914,136,13.0,Withdrawal by Subject (39); Protocol Violation (29); Adverse Event (28); Lost to Follow-up (23); Lack of Efficacy (11); Physician Decision (3); Glycemic discontinuation criteria (2); Trial Terminated ( Site Closed) (1),Withdrawal by Subject,39.0,1
NCT00086502,Pioglitazone Add-on Study in Patients With Type 2 Diabetes Mellitus,diabetes type 2,"Diabetes Mellitus, Type 2",Merck Sharp & Dohme LLC,INDUSTRY,353,2,0,0,2004-06,2005-11,True,353,307,46,13.0,Adverse Event (13); Withdrawal by Subject (11); Protocol Violation (6); Lost to Follow-up (4); Protocol Discontinuation Criteria (4); Lack of Efficacy (2); Physician Decision (2); Patient Moved (2); Pregnancy (1); Patient Accidentally Unblinded (1),Adverse Event,13.0,1
NCT04588259,"Research Study to Compare a New Medicine ""Fast-acting Insulin Aspart"" to Another Medicine ""Insulin Aspart"" in Chinese People With Diabetes",diabetes type 2,"Diabetes Mellitus, Type 1; Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY,331,2,40,2,2020-10-09,2022-08-05,True,331,288,43,13.0,Run-in failure (23); Withdrawal by Subject (12); Withdrawn before randomisation (8),Run-in failure,23.0,2
NCT00097786,Long-term Study of Nateglinide+Valsartan to Prevent or Delay Type II Diabetes Mellitus and Cardiovascular Complications,diabetes type 2,"Diabetes Mellitus, Type 2",Novartis Pharmaceuticals,INDUSTRY,9306,4,38,38,2002-01,2009-10,True,9306,8095,1211,13.0,lost to follow-up for all-cause death (1211),lost to follow-up for all-cause death,1211.0,1
NCT01494987,Ranolazine When Added to Glimepiride in Subjects With Type 2 Diabetes Mellitus,diabetes type 2,Type 2 Diabetes Mellitus,Gilead Sciences,INDUSTRY,431,2,140,12,2012-01,2013-08,True,431,375,56,13.0,Subject Non-Compliance (19); Adverse Event (11); Hyperglycemia (10); Protocol Violation (6); Subject Withdrew Consent (5); Investigator's Discretion (3); Lost to Follow-up (2),Subject Non-Compliance,19.0,1
NCT00887978,Efficacy and Safety of Oral UT-15C Tablets to Treat Pulmonary Arterial Hypertension,cardiovascular disease,Pulmonary Hypertension,United Therapeutics,INDUSTRY,310,2,62,12,2009-06,2011-07,True,310,270,40,12.9,Adverse Event (23); Clinical Worsening (8); Death (5); Withdrawal by Subject (3); Lost to Follow-up (1),Adverse Event,23.0,1
NCT03551496,The DES BTK Vascular Stent System vs PTA in Subjects With Critical Limb Ischemia,cardiovascular disease,Critical Limb Ischemia,Boston Scientific Corporation,INDUSTRY,201,2,42,5,2018-08-31,2023-12-20,True,201,175,26,12.9,Death (18); Withdrawal by Subject (7); Other Reasons (1),Death,18.0,1
NCT02681094,"A Multi-Center, Randomized, Double-Blind, Phase III Trial to Evaluate the Safety and Efficacy of Saxagliptin Co-administered With Dapagliflozin Compared to Saxagliptin or Dapagliflozin All Given as add-on Therapy to Metformin in Subject With Type 2 Diabetes",diabetes type 2,Type 2 Diabetes Mellitus; Inadequate Glycaemic Control,AstraZeneca,INDUSTRY,905,3,110,6,2016-02-26,2017-07-15,True,883,770,264,12.8,Participant decision (52); Study specific discontinuation criteria (50); Study-specific discontinuation criteria (44); Lack of therapeutic response (40); Other (38); Adverse Event (30); Severe non-compliance to protocol (6); No treatment given (4),Participant decision,52.0,2
NCT01068665,Comparison of NN1250 With Insulin Glargine in Subjects With Type 2 Diabetes,diabetes type 2,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY,460,2,116,8,2010-03,2010-11,True,460,401,59,12.8,Other (29); Withdrawal Criteria (12); Adverse Event (9); Protocol Violation (7); Lack of Efficacy (2),Other,29.0,1
NCT01421459,A Study in Adults With Type 2 Diabetes,diabetes type 2,"Diabetes Mellitus, Type 2",Eli Lilly and Company,INDUSTRY,759,2,62,12,2011-09,2012-09,True,759,662,97,12.8,Withdrawal by Subject (28); Physician Decision (18); Lost to Follow-up (17); Adverse Event (16); Protocol Violation (13); Lack of Efficacy (3); Death (2),Withdrawal by Subject,28.0,1
NCT01164501,Efficacy and Safety of Empagliflozin (BI 10773) in Patients With Type 2 Diabetes and Renal Impairment,diabetes type 2,"Diabetes Mellitus, Type 2; Renal Insufficiency",Boehringer Ingelheim,INDUSTRY,741,3,127,15,2010-07,2012-07,True,741,646,95,12.8,"Adverse Event (43); Patient refusal to continue,not due toAE (22); Other reason not defined above (14); Non compliant with protocol (6); Lost to Follow-up (6); Not treated (3); Lack of Efficacy (1)",Adverse Event,43.0,1
NCT02033889,A Study To Evaluate The Efficacy And Safety Of Ertugliflozin In Participants With Type 2 Diabetes Mellitus And Inadequate Glycemic Control On Metformin Monotherapy (MK-8835-007).,diabetes type 2,Type 2 Diabetes Mellitus,Merck Sharp & Dohme LLC,INDUSTRY,621,3,0,0,2013-12-13,2017-08-03,True,621,542,79,12.7,Withdrawal by Subject (41); Lost to Follow-up (19); Adverse Event (7); Death (6); Excluded Medication (2); Physician Decision (2); Non-Compliance With Study Drug (1); Participant moved (1),Withdrawal by Subject,41.0,1
NCT00437645,Efficacy and Safety of Valsartan/Amlodipine Compared to Amlodipine in Patients With Essential Hypertension,cardiovascular disease,Essential Hypertension,Novartis Pharmaceuticals,INDUSTRY,1183,2,12,12,2007-01,2007-11,True,1183,1033,150,12.7,Adverse Event (99); Withdrawal by Subject (32); Protocol Violation (6); Lost to Follow-up (5); Administrative problems (3); Lack of Efficacy (3); Condition no longer requires study drug (2),Adverse Event,99.0,1
NCT00558259,Twice-daily Oral Direct Thrombin Inhibitor Dabigatran Etexilate in the Long Term Prevention of Recurrent Symptomatic VTE,cardiovascular disease,Venous Thromboembolism,Boehringer Ingelheim,INDUSTRY,1353,2,147,21,2007-11,,True,1343,1173,170,12.7,Adverse Event (131); Withdrawal by Subject (25); Protocol Violation (14),Adverse Event,131.0,1
NCT01095653,A Phase III Study of BMS-512148 (Dapagliflozin) in Asian Patients With Type 2 Diabetes Who Are Not Well Controlled With Diet and Exercise,diabetes type 2,Type 2 Diabetes,AstraZeneca,INDUSTRY,1179,3,39,4,2010-06,2012-03,True,393,343,50,12.7,"non-compliance, not met criteria, etc. (21); Withdrawal by Subject (12); Adverse Event (9); Lost to Follow-up (5); Lack of Efficacy (3)","non-compliance, not met criteria, etc.",21.0,1
NCT00256867,A Study In Patients With Type 2 Diabetes Mellitus,diabetes type 2,"Diabetes Mellitus, Type 2",GlaxoSmithKline,INDUSTRY,369,0,85,6,2005-08-18,2006-10-31,True,369,322,47,12.7,Lost to Follow-up (14); Adverse Event (12); Withdrawal by Subject (11); Protocol Violation (3); Fasting plasma glucose >240 mg/dL (1); Glycemia over 13.3 millimole per litre (1); Investigator's Decision (1); Non-compliance with study medication (1); Participant travelled Overseas (1); Participant out of assessment window (1); Withdrawal by participant (1),Lost to Follow-up,14.0,1
NCT00489541,TAXUS PERSEUS Small Vessel,cardiovascular disease,Coronary Artery Disease,Boston Scientific Corporation,INDUSTRY,224,1,28,1,2007-07,2013-10,True,349,305,58,12.6,No 9-Month Angiography Performed (35); Not Evaluable for 9-Month Angiography (9); Withdrawal by Subject (5); Death (5); Lost to Follow-up (2); Missed 12-Month Visit (2),No 9-Month Angiography Performed,35.0,2
NCT00667719,A Long Term Safety Study to Test the Combination of Aliskiren/ Amlodipine / Hydrochlorothiazide in Participants With Essential Hypertension,cardiovascular disease,Essential Hypertension,Novartis,INDUSTRY,564,1,8,8,2008-06-05,2009-10-05,True,564,493,71,12.6,Adverse Event (39); Withdrawal by Subject (17); Lost to Follow-up (8); Unsatisfactory Therapeutic Effect (3); Protocol Violation (3); Abnormal Test Procedure (1),Adverse Event,39.0,1
NCT04252287,"A Study on Impact of Canagliflozin on Health Status, Quality of Life, and Functional Status in Heart Failure",cardiovascular disease,Heart Failure,"Janssen Research & Development, LLC",INDUSTRY,476,2,18,1,2020-03-10,2021-11-09,True,476,416,60,12.6,Withdrawal by Subject (35); Lost to Follow-up (10); Death (8); Protocol Violation (7),Withdrawal by Subject,35.0,1
NCT00683878,Add-on to Thiazolidinedione (TZD) Failures,diabetes type 2,Type 2 Diabetes,AstraZeneca,INDUSTRY,972,3,89,9,2008-07,2010-06,True,420,367,53,12.6,"Withdrawal by Subject (23); Adverse Event (10); Lost to Follow-up (10); Non-compliance, not met criteria etc. (5); Lack of Efficacy (4); Death (1)",Withdrawal by Subject,23.0,1
NCT00846365,Efficacy and Safety of Azilsartan Medoxomil Plus Chlorthalidone in Participants With Moderate to Severe Hypertension,cardiovascular disease,Essential Hypertension,Takeda,INDUSTRY,1085,3,80,3,2009-03,2010-06,True,1085,948,137,12.6,Adverse Event (61); Withdrawal by Subject (31); Other (16); Lost to Follow-up (15); Protocol Violation (9); Lack of Efficacy (4); Pregnancy (1),Adverse Event,61.0,1
NCT01151410,"An Extension Study to Evaluate the Long Term Safety, Tolerability and Efficacy of Aliskiren Compared to Enalapril in Pediatric Hypertensive Patients 6-17 Years of Age",cardiovascular disease,Hypertension,Novartis Pharmaceuticals,INDUSTRY,208,2,36,7,2010-08,2015-08,True,208,182,26,12.5,Withdrawal by Subject (8); Lost to Follow-up (7); Adverse Event (3); Protocol deviation (3); Administrative problems (2); Unsatisfactory therapeutic effect (2); Abnormal laboratory value(s) (1),Withdrawal by Subject,8.0,1
NCT01059812,A Pan Asian Trial Comparing Efficacy and Safety of NN5401 and Biphasic Insulin Aspart 30 in Type 2 Diabetes,diabetes type 2,"Diabetes; Diabetes Mellitus, Type 2",Novo Nordisk A/S,INDUSTRY,424,2,46,5,2010-02-01,2010-12-23,True,424,371,53,12.5,Unclassified (18); Adverse Event (14); Withdrawal Criteria (13); Lack of Efficacy (4); Protocol Violation (4),Unclassified,18.0,1
NCT01031680,"Efficacy and Safety in Patients With Type 2 Diabetes Mellitus, Cardiovascular Disease and Hypertension",diabetes type 2,Type 2 Diabetes Mellitus; Cardiovascular Disease; Hypertension; Inadequate Glycaemic Control,AstraZeneca,INDUSTRY,922,2,140,9,2010-02,2012-12,True,922,807,115,12.5,Subject No Longer Meets Study Criteria (43); Withdrawal by Subject (28); Lost to Follow-up (12); Adverse Event (11); Poor/Non-compliance (11); Death (3); Incorrect Enrolment (3); Various (2); Safety (1); Administrative Reason by Sponsor (1),Subject No Longer Meets Study Criteria,43.0,1
